id_estudiante,id_periodo,porcentaje_asistencia_periodo,tardanzas,retiros_tempranos
348,4,91,0,2
349,1,94,2,0
349,2,77,3,0
349,3,98,4,0
349,4,100,3,0
350,1,95,4,2
350,2,98,4,0
350,3,93,1,1
350,4,99,1,2
351,1,95,6,4
351,2,92,3,2
351,3,88,5,5
351,4,85,5,1
352,1,80,6,0
352,2,83,7,0
352,3,89,5,2
352,4,79,1,3
353,1,74,1,0
353,2,94,0,0
353,3,80,2,0
353,4,76,4,2
354,1,80,2,0
354,2,66,4,1
354,3,72,7,0
354,4,57,4,1
355,1,100,3,0
355,2,95,2,1
355,3,86,1,0
355,4,90,0,0
356,1,72,2,0
356,2,92,8,2
356,3,84,5,2
356,4,80,5,3
357,1,79,8,2
357,2,92,10,2
357,3,74,6,3
357,4,67,6,2
358,1,77,4,2
358,2,86,9,0
358,3,74,4,3
358,4,67,7,1
359,1,96,0,0
359,2,82,0,0
359,3,81,1,0
359,4,83,4,2
360,1,75,6,3
360,2,92,7,3
360,3,68,3,3
360,4,89,3,0
361,1,99,3,2
361,2,86,4,3
361,3,76,3,2
361,4,84,5,2
362,1,97,3,0
362,2,90,0,1
362,3,84,3,0
362,4,78,1,1
363,1,90,3,0
363,2,78,3,0
363,3,77,4,0
363,4,92,3,0
364,1,71,4,1
364,2,75,6,2
364,3,76,4,1
364,4,78,8,2
365,1,77,4,2
365,2,68,5,3
365,3,75,2,1
365,4,70,5,1
366,1,90,2,2
366,2,94,2,3
366,3,86,2,2
366,4,70,3,5
367,1,97,2,1
367,2,94,4,0
367,3,98,3,0
367,4,88,0,0
368,1,85,3,0
368,2,95,5,0
368,3,91,4,1
368,4,92,5,1
369,1,91,8,3
369,2,83,9,3
369,3,95,7,3
369,4,91,4,2
370,1,81,7,5
370,2,74,5,0
370,3,65,6,0
370,4,89,3,0
371,1,72,9,0
371,2,63,6,0
371,3,76,6,5
371,4,66,5,0
372,1,100,7,0
372,2,100,0,0
372,3,79,4,1
372,4,98,0,3
373,1,99,2,0
373,2,85,4,0
373,3,96,2,0
373,4,88,6,0
374,1,94,2,3
374,2,90,2,2
374,3,92,4,2
374,4,83,2,3
375,1,74,5,0
375,2,93,5,1
375,3,86,4,1
375,4,78,3,1
376,1,67,8,2
376,2,80,6,3
376,3,61,8,1
376,4,54,12,1
377,1,89,1,3
377,2,100,2,4
377,3,89,6,1
377,4,100,2,2
378,1,73,5,2
378,2,75,4,2
378,3,74,8,0
378,4,84,5,2
379,1,100,0,0
379,2,83,3,1
379,3,80,0,1
379,4,91,0,2
380,1,79,5,0
380,2,73,3,1
380,3,80,0,0
380,4,83,6,0
381,1,77,0,1
381,2,77,1,2
381,3,78,0,0
381,4,91,0,0
382,1,98,0,1
382,2,87,0,0
382,3,78,2,2
382,4,68,5,0
383,1,93,1,1
383,2,79,0,0
383,3,83,1,2
383,4,99,2,0
384,1,80,5,0
384,2,75,5,1
384,3,66,3,5
384,4,76,5,0
385,1,87,3,0
385,2,83,5,1
385,3,72,7,1
385,4,81,7,4
386,1,100,0,0
386,2,85,2,1
386,3,94,0,1
386,4,90,1,0
387,1,85,9,4
387,2,78,4,0
387,3,100,3,1
387,4,81,4,1
388,1,98,1,2
388,2,78,0,2
388,3,98,3,0
388,4,99,3,1
389,1,100,0,3
389,2,76,0,1
389,3,83,6,1
389,4,79,0,2
390,1,97,8,2
390,2,90,4,0
390,3,80,5,3
390,4,70,5,3
391,1,77,1,2
391,2,87,6,4
391,3,97,6,1
391,4,70,5,0
392,1,77,1,3
392,2,80,4,0
392,3,81,7,2
392,4,95,4,0
393,1,89,6,4
393,2,97,3,0
393,3,94,0,1
393,4,83,2,5
394,1,96,0,3
394,2,74,4,0
394,3,95,4,2
394,4,92,4,1
395,1,74,4,3
395,2,90,0,2
395,3,91,0,2
395,4,79,0,0
396,1,85,6,1
396,2,77,6,3
396,3,74,6,1
396,4,69,4,2
397,1,86,1,3
397,2,94,2,1
397,3,72,3,2
397,4,83,1,4
398,1,87,2,2
398,2,92,0,5
398,3,84,2,3
398,4,78,1,5
399,1,94,4,5
399,2,93,1,0
399,3,91,2,0
399,4,100,0,0
400,1,89,2,0
400,2,87,0,1
400,3,84,5,2
400,4,91,1,0
401,1,94,0,1
401,2,88,3,1
401,3,76,4,1
401,4,84,3,4
402,1,69,2,1
402,2,93,7,1
402,3,86,1,5
402,4,92,5,3
403,1,87,0,0
403,2,87,5,0
403,3,81,0,3
403,4,93,0,0
404,1,86,2,1
404,2,100,6,0
404,3,85,5,2
404,4,99,9,0
405,1,85,2,2
405,2,68,3,0
405,3,84,1,0
405,4,79,2,1
406,1,85,0,2
406,2,81,0,2
406,3,75,2,1
406,4,80,5,1
407,1,88,0,0
407,2,94,5,0
407,3,70,5,1
407,4,76,3,1
408,1,100,2,2
408,2,91,2,4
408,3,82,4,3
408,4,94,5,2
409,1,80,1,0
409,2,80,1,0
409,3,74,2,4
409,4,71,1,0
410,1,98,2,2
410,2,88,4,2
410,3,85,3,0
410,4,97,0,0
411,1,92,5,2
411,2,100,1,1
411,3,82,0,0
411,4,75,5,0
412,1,88,3,2
412,2,90,1,1
412,3,85,1,0
412,4,90,2,0
413,1,89,0,0
413,2,95,0,0
413,3,85,1,0
413,4,82,1,5
414,1,90,5,1
414,2,76,5,0
414,3,79,4,0
414,4,92,1,1
415,1,63,1,1
415,2,62,7,2
415,3,80,6,0
415,4,63,7,4
416,1,94,1,3
416,2,80,5,2
416,3,82,2,3
416,4,100,0,0
417,1,85,3,1
417,2,100,2,0
417,3,88,2,1
417,4,78,0,3
418,1,85,1,0
418,2,91,1,2
418,3,100,4,0
418,4,83,0,1
419,1,95,3,2
419,2,87,4,1
419,3,90,0,1
419,4,83,2,2
420,1,65,7,3
420,2,80,10,2
420,3,84,8,3
420,4,75,6,5
421,1,78,2,1
421,2,98,1,2
421,3,94,0,0
421,4,92,2,1
422,1,92,6,1
422,2,100,4,0
422,3,100,6,2
422,4,100,4,0
423,1,100,7,1
423,2,86,5,1
423,3,100,2,5
423,4,81,3,2
424,1,76,1,1
424,2,86,4,0
424,3,74,4,1
424,4,86,6,1
425,1,72,3,0
425,2,83,4,2
425,3,73,5,0
425,4,88,3,0
426,1,88,5,3
426,2,100,3,3
426,3,90,3,2
426,4,87,5,0
427,1,95,1,3
427,2,87,6,3
427,3,89,2,2
427,4,88,1,2
428,1,85,5,0
428,2,87,12,2
428,3,84,2,2
428,4,70,6,0
429,1,81,2,1
429,2,76,7,0
429,3,98,3,3
429,4,73,7,3
430,1,90,7,0
430,2,79,4,0
430,3,81,9,0
430,4,80,6,3
431,1,82,0,0
431,2,79,6,0
431,3,93,8,1
431,4,87,5,1
432,1,92,1,1
432,2,87,2,2
432,3,67,1,5
432,4,81,2,2
433,1,92,1,0
433,2,100,3,1
433,3,99,2,1
433,4,82,0,2
434,1,72,6,4
434,2,67,8,3
434,3,73,6,2
434,4,63,5,3
435,1,71,5,0
435,2,76,5,1
435,3,81,4,0
435,4,73,6,0
436,1,84,6,3
436,2,88,1,2
436,3,88,4,1
436,4,81,2,4
437,1,97,5,1
437,2,85,0,1
437,3,93,2,0
437,4,80,0,1
438,1,100,0,0
438,2,88,4,2
438,3,95,2,0
438,4,92,2,0
439,1,84,1,0
439,2,92,5,3
439,3,85,0,0
439,4,81,4,0
440,1,81,2,3
440,2,100,6,0
440,3,83,5,0
440,4,93,3,1
441,1,82,3,3
441,2,88,8,3
441,3,71,6,0
441,4,85,10,1
442,1,72,4,3
442,2,81,7,0
442,3,85,5,1
442,4,76,3,0
443,1,96,3,1
443,2,92,4,0
443,3,94,3,2
443,4,95,2,2
444,1,67,9,2
444,2,84,7,6
444,3,63,6,3
444,4,93,3,5
445,1,85,4,1
445,2,90,4,1
445,3,93,5,0
445,4,91,6,1
446,1,95,0,0
446,2,75,2,3
446,3,99,0,0
446,4,100,0,1
447,1,72,6,1
447,2,86,7,1
447,3,79,3,0
447,4,80,4,0
448,1,84,8,3
448,2,90,6,3
448,3,81,7,4
448,4,98,7,3
449,1,60,2,4
449,2,78,2,2
449,3,78,6,0
449,4,92,0,5
450,1,91,0,0
450,2,100,2,0
450,3,100,3,0
450,4,87,5,3
451,1,91,1,0
451,2,100,0,1
451,3,85,3,2
451,4,84,1,2
452,1,84,4,1
452,2,99,3,1
452,3,88,3,1
452,4,92,4,1
453,1,86,3,1
453,2,90,2,1
453,3,93,6,3
453,4,99,3,3
454,1,85,3,2
454,2,88,4,3
454,3,85,3,2
454,4,85,5,3
455,1,89,0,0
455,2,86,6,1
455,3,78,5,2
455,4,90,0,2
456,1,79,0,1
456,2,93,2,0
456,3,86,2,0
456,4,94,0,1
457,1,74,7,0
457,2,77,3,0
457,3,91,3,3
457,4,90,5,2
458,1,88,4,2
458,2,88,5,3
458,3,100,4,2
458,4,93,4,1
459,1,77,4,0
459,2,85,4,1
459,3,70,2,3
459,4,87,5,3
460,1,81,5,2
460,2,68,5,1
460,3,79,3,0
460,4,67,6,0
461,1,88,6,1
461,2,85,3,3
461,3,73,4,3
461,4,79,2,1
462,1,89,3,2
462,2,86,2,1
462,3,90,3,1
462,4,88,2,2
463,1,71,5,2
463,2,74,4,4
463,3,77,4,2
463,4,70,2,3
464,1,99,3,1
464,2,91,5,2
464,3,76,3,0
464,4,87,4,0
465,1,94,8,2
465,2,87,6,1
465,3,89,8,2
465,4,98,5,1
466,1,73,3,1
466,2,79,5,3
466,3,77,7,5
466,4,84,8,1
467,1,92,1,0
467,2,76,1,0
467,3,86,0,0
467,4,89,2,1
468,1,87,0,0
468,2,83,5,0
468,3,80,1,0
468,4,80,0,0
469,1,85,0,0
469,2,100,5,3
469,3,95,3,0
469,4,77,1,1
470,1,84,0,1
470,2,89,2,3
470,3,86,3,1
470,4,86,1,0
471,1,69,6,3
471,2,65,8,0
471,3,59,6,2
471,4,78,6,2
472,1,74,2,1
472,2,91,0,0
472,3,98,3,2
472,4,78,1,0
473,1,78,7,2
473,2,81,5,2
473,3,67,4,2
473,4,81,6,1
474,1,81,0,3
474,2,88,1,3
474,3,79,2,3
474,4,100,2,1
475,1,90,2,2
475,2,95,8,0
475,3,73,0,1
475,4,80,2,3
476,1,87,7,3
476,2,94,6,1
476,3,89,8,3
476,4,96,6,1
477,1,81,0,0
477,2,85,3,2
477,3,85,1,0
477,4,73,3,0
478,1,82,6,0
478,2,66,4,0
478,3,74,3,2
478,4,86,6,1
479,1,93,4,4
479,2,89,5,1
479,3,93,4,1
479,4,93,9,2
480,1,87,0,0
480,2,73,3,1
480,3,82,5,2
480,4,96,3,0
481,1,88,4,0
481,2,94,5,4
481,3,88,1,3
481,4,97,4,0
482,1,71,5,1
482,2,66,6,3
482,3,67,7,2
482,4,51,8,0
483,1,69,8,4
483,2,67,3,3
483,3,87,6,2
483,4,59,4,2
484,1,98,0,0
484,2,98,0,2
484,3,92,0,1
484,4,78,0,2
485,1,88,1,1
485,2,89,2,0
485,3,97,3,0
485,4,87,2,1
486,1,69,4,0
486,2,73,3,0
486,3,85,6,1
486,4,68,5,3
487,1,88,3,1
487,2,86,5,0
487,3,79,5,0
487,4,78,5,0
488,1,92,4,2
488,2,81,3,2
488,3,87,1,1
488,4,85,7,2
489,1,89,3,0
489,2,95,4,0
489,3,89,4,1
489,4,85,2,0
490,1,70,3,0
490,2,84,2,0
490,3,85,6,0
490,4,90,3,1
491,1,81,2,3
491,2,70,4,0
491,3,83,4,0
491,4,84,1,2
492,1,91,2,1
492,2,85,0,0
492,3,82,4,0
492,4,94,0,0
493,1,67,2,0
493,2,79,1,2
493,3,66,2,1
493,4,80,0,2
494,1,100,5,0
494,2,88,2,0
494,3,93,7,0
494,4,91,4,2
495,1,81,0,3
495,2,98,0,1
495,3,85,2,2
495,4,92,0,3
496,1,78,3,0
496,2,99,6,0
496,3,78,7,0
496,4,87,9,4
497,1,79,2,0
497,2,64,3,3
497,3,83,3,2
497,4,72,4,3
498,1,79,0,0
498,2,83,4,1
498,3,89,2,0
498,4,84,1,0
499,1,88,2,3
499,2,100,3,5
499,3,78,3,3
499,4,89,1,2
500,1,83,2,3
500,2,72,0,3
500,3,82,1,2
500,4,94,4,1
501,1,95,0,3
501,2,95,0,0
501,3,80,0,1
501,4,95,3,0
502,1,84,0,2
502,2,79,3,4
502,3,94,1,4
502,4,80,5,3
503,1,75,4,1
503,2,82,2,3
503,3,61,5,0
503,4,81,5,3
504,1,87,4,4
504,2,78,6,2
504,3,77,4,3
504,4,68,9,4
505,1,83,0,0
505,2,86,0,1
505,3,85,3,0
505,4,93,3,0
506,1,80,6,0
506,2,94,8,1
506,3,95,5,1
506,4,73,7,1
507,1,87,0,0
507,2,82,0,0
507,3,87,0,1
507,4,100,0,1
508,1,70,1,0
508,2,81,10,0
508,3,76,3,4
508,4,85,5,0
509,1,91,2,0
509,2,66,0,1
509,3,71,2,3
509,4,71,5,1
510,1,70,10,0
510,2,61,7,1
510,3,80,9,1
510,4,63,9,0
511,1,83,5,2
511,2,68,5,0
511,3,75,9,3
511,4,76,6,0
512,1,82,0,0
512,2,79,2,0
512,3,99,5,0
512,4,79,6,0
513,1,88,2,0
513,2,88,7,3
513,3,100,3,1
513,4,72,4,2
514,1,92,0,0
514,2,100,1,0
514,3,87,0,2
514,4,92,0,1
515,1,63,1,0
515,2,73,3,0
515,3,73,3,0
515,4,75,2,0
516,1,79,2,3
516,2,67,3,3
516,3,67,6,4
516,4,71,9,2
517,1,95,0,2
517,2,97,3,0
517,3,90,6,0
517,4,100,2,1
518,1,93,4,1
518,2,100,3,0
518,3,100,4,0
518,4,100,1,1
519,1,90,0,0
519,2,81,0,0
519,3,84,0,0
519,4,100,2,2
520,1,92,4,1
520,2,90,7,1
520,3,83,2,1
520,4,100,2,0
521,1,81,6,3
521,2,89,6,4
521,3,94,4,4
521,4,93,8,0
522,1,88,0,1
522,2,82,2,2
522,3,72,0,3
522,4,93,3,3
523,1,94,7,3
523,2,92,6,3
523,3,85,8,0
523,4,83,4,1
524,1,83,4,1
524,2,88,1,1
524,3,89,4,1
524,4,84,5,2
525,1,97,6,0
525,2,91,5,1
525,3,87,6,0
525,4,84,5,0
526,1,76,2,5
526,2,97,6,2
526,3,90,5,5
526,4,93,4,0
527,1,84,0,2
527,2,98,5,0
527,3,68,3,0
527,4,95,0,1
528,1,100,3,0
528,2,85,7,0
528,3,87,3,0
528,4,76,6,0
529,1,86,0,0
529,2,93,0,0
529,3,96,2,2
529,4,93,3,0
530,1,66,5,3
530,2,77,6,3
530,3,86,7,5
530,4,68,4,4
531,1,93,3,1
531,2,76,0,0
531,3,77,1,1
531,4,87,3,0
532,1,91,0,0
532,2,95,3,3
532,3,99,0,2
532,4,87,1,0
533,1,64,1,0
533,2,88,2,2
533,3,82,4,0
533,4,70,2,1
534,1,96,8,0
534,2,78,5,0
534,3,92,4,0
534,4,87,1,0
535,1,95,3,2
535,2,97,3,5
535,3,82,2,5
535,4,88,1,1
536,1,82,8,1
536,2,74,6,0
536,3,72,4,1
536,4,80,5,1
537,1,100,1,0
537,2,68,0,0
537,3,97,0,0
537,4,81,0,0
538,1,80,6,0
538,2,100,4,0
538,3,95,4,0
538,4,81,7,1
539,1,89,0,0
539,2,88,1,0
539,3,85,0,3
539,4,84,3,1
540,1,76,3,2
540,2,93,9,2
540,3,97,8,2
540,4,82,7,4
541,1,89,1,0
541,2,81,3,0
541,3,76,1,2
541,4,83,0,1
542,1,87,5,2
542,2,97,4,1
542,3,100,5,0
542,4,96,3,1
543,1,76,1,2
543,2,80,4,2
543,3,100,1,1
543,4,78,1,3
544,1,73,7,2
544,2,88,7,0
544,3,97,2,0
544,4,92,4,1
545,1,78,4,0
545,2,76,5,0
545,3,65,2,1
545,4,85,1,2
546,1,100,1,1
546,2,86,2,0
546,3,94,2,0
546,4,83,1,1
547,1,91,5,1
547,2,93,4,0
547,3,78,2,0
547,4,97,5,4
548,1,77,0,1
548,2,72,4,0
548,3,73,4,0
548,4,78,2,0
549,1,64,6,1
549,2,73,7,1
549,3,67,5,3
549,4,74,4,1
550,1,84,6,2
550,2,84,9,3
550,3,83,10,4
550,4,94,2,3
551,1,71,3,3
551,2,84,3,3
551,3,86,2,5
551,4,90,3,2
552,1,81,4,2
552,2,97,5,2
552,3,87,0,3
552,4,86,1,2
553,1,81,7,3
553,2,85,8,2
553,3,94,0,1
553,4,93,1,3
554,1,97,5,2
554,2,91,4,1
554,3,100,2,0
554,4,91,4,2
555,1,84,2,1
555,2,86,2,0
555,3,81,3,0
555,4,90,0,0
556,1,81,4,0
556,2,100,3,0
556,3,100,4,3
556,4,98,4,1
557,1,93,7,0
557,2,93,5,1
557,3,92,4,0
557,4,92,5,0
558,1,82,7,0
558,2,62,3,1
558,3,95,0,1
558,4,90,9,2
559,1,92,4,3
559,2,90,1,1
559,3,100,3,2
559,4,88,2,2
560,1,92,2,0
560,2,90,3,4
560,3,97,0,3
560,4,99,3,3
561,1,77,4,2
561,2,83,5,2
561,3,87,5,1
561,4,63,5,1
562,1,89,1,3
562,2,89,2,3
562,3,84,1,3
562,4,78,3,2
563,1,97,9,0
563,2,84,10,1
563,3,91,8,0
563,4,91,6,0
564,1,92,1,0
564,2,88,4,2
564,3,95,3,1
564,4,73,3,2
565,1,92,0,2
565,2,78,2,2
565,3,89,1,0
565,4,91,5,0
566,1,90,1,5
566,2,91,4,2
566,3,87,2,0
566,4,80,1,0
567,1,79,5,1
567,2,80,4,2
567,3,96,4,0
567,4,100,2,0
568,1,67,2,0
568,2,87,9,2
568,3,88,2,0
568,4,96,10,0
569,1,95,0,2
569,2,100,0,1
569,3,88,0,0
569,4,87,3,1
570,1,90,4,4
570,2,82,1,0
570,3,87,3,0
570,4,90,1,0
571,1,94,2,0
571,2,80,3,1
571,3,95,8,1
571,4,73,1,0
572,1,89,4,3
572,2,87,1,3
572,3,83,3,2
572,4,84,1,3
573,1,85,1,0
573,2,87,1,3
573,3,89,3,0
573,4,90,0,2
574,1,86,2,2
574,2,89,4,1
574,3,82,1,0
574,4,87,5,0
575,1,84,4,2
575,2,79,4,5
575,3,87,5,1
575,4,81,4,3
576,1,99,3,2
576,2,85,5,0
576,3,93,3,1
576,4,91,1,0
577,1,95,4,0
577,2,91,5,0
577,3,84,5,0
577,4,79,0,0
578,1,92,0,4
578,2,100,2,1
578,3,80,5,0
578,4,100,4,0
579,1,88,1,1
579,2,86,2,3
579,3,92,0,2
579,4,84,1,0
580,1,66,3,1
580,2,75,4,0
580,3,73,1,1
580,4,84,3,0
581,1,90,4,3
581,2,98,5,4
581,3,83,0,1
581,4,82,2,3
582,1,67,6,0
582,2,68,2,0
582,3,81,3,0
582,4,68,5,0
583,1,70,3,1
583,2,73,3,1
583,3,97,6,0
583,4,78,5,0
584,1,86,6,0
584,2,88,1,0
584,3,77,3,1
584,4,90,3,0
585,1,80,2,1
585,2,76,7,0
585,3,76,6,1
585,4,77,0,0
586,1,73,4,0
586,2,81,5,0
586,3,69,5,0
586,4,76,2,2
587,1,90,5,3
587,2,84,0,1
587,3,95,4,2
587,4,95,0,2
588,1,86,3,4
588,2,92,1,4
588,3,90,3,0
588,4,84,5,3
589,1,88,4,0
589,2,100,2,0
589,3,92,4,0
589,4,94,4,2
590,1,66,1,0
590,2,92,5,1
590,3,92,3,2
590,4,91,6,0
591,1,77,0,1
591,2,74,2,3
591,3,89,2,0
591,4,86,2,0
592,1,84,3,1
592,2,79,2,0
592,3,81,5,0
592,4,92,11,2
593,1,99,0,6
593,2,100,0,1
593,3,93,0,3
593,4,88,3,5
594,1,85,3,0
594,2,85,3,0
594,3,80,3,0
594,4,61,2,0
595,1,85,3,4
595,2,90,0,0
595,3,91,0,2
595,4,80,0,0
596,1,91,4,0
596,2,94,6,0
596,3,84,5,1
596,4,98,7,0
597,1,89,5,0
597,2,85,10,2
597,3,96,9,0
597,4,92,7,0
598,1,88,2,0
598,2,99,3,0
598,3,92,3,3
598,4,95,1,2
599,1,84,2,3
599,2,98,6,2
599,3,90,4,2
599,4,78,5,3
600,1,89,3,3
600,2,92,5,0
600,3,87,6,1
600,4,87,1,3
601,1,77,3,1
601,2,100,2,1
601,3,97,1,0
601,4,98,3,2
602,1,87,5,0
602,2,100,6,1
602,3,95,6,2
602,4,99,5,0
603,1,91,1,2
603,2,87,1,0
603,3,91,4,1
603,4,90,2,1
604,1,91,2,2
604,2,80,4,3
604,3,100,0,0
604,4,72,4,3
605,1,76,5,2
605,2,78,0,0
605,3,77,3,0
605,4,83,1,3
606,1,71,3,1
606,2,71,4,0
606,3,89,2,0
606,4,100,6,1
607,1,82,0,2
607,2,83,0,2
607,3,86,0,0
607,4,79,1,1
608,1,74,8,2
608,2,84,8,1
608,3,96,4,1
608,4,100,4,0
609,1,81,9,2
609,2,85,2,3
609,3,90,5,3
609,4,83,5,3
610,1,97,5,4
610,2,98,7,0
610,3,100,4,2
610,4,92,3,3
611,1,88,2,4
611,2,88,3,1
611,3,95,1,3
611,4,92,1,2
612,1,100,7,0
612,2,69,10,2
612,3,71,2,3
612,4,79,6,2
613,1,84,5,0
613,2,95,2,0
613,3,84,10,1
613,4,88,3,0
614,1,76,6,3
614,2,75,4,4
614,3,69,9,1
614,4,64,9,3
615,1,87,3,1
615,2,97,0,2
615,3,86,0,4
615,4,98,1,1
616,1,93,0,0
616,2,90,4,3
616,3,93,2,1
616,4,88,0,0
617,1,82,7,2
617,2,100,3,0
617,3,96,11,2
617,4,83,8,1
618,1,75,0,2
618,2,89,0,0
618,3,81,1,0
618,4,85,2,0
619,1,71,3,2
619,2,67,1,0
619,3,65,6,1
619,4,62,6,0
620,1,74,2,0
620,2,85,9,1
620,3,85,4,2
620,4,93,7,1
621,1,90,0,1
621,2,70,2,0
621,3,98,0,0
621,4,100,3,1
622,1,73,4,0
622,2,67,4,2
622,3,83,2,0
622,4,74,5,0
623,1,83,0,1
623,2,73,6,2
623,3,78,0,0
623,4,88,4,1
624,1,86,3,1
624,2,87,4,0
624,3,83,3,0
624,4,74,4,1
625,1,88,2,0
625,2,89,2,2
625,3,96,0,0
625,4,92,0,1
626,1,91,5,2
626,2,89,5,1
626,3,71,6,0
626,4,84,5,2
627,1,89,7,0
627,2,84,3,1
627,3,83,9,3
627,4,80,7,2
628,1,100,9,2
628,2,80,0,1
628,3,93,4,5
628,4,92,6,1
629,1,76,4,0
629,2,78,6,0
629,3,70,4,3
629,4,81,4,1
630,1,74,4,0
630,2,68,7,0
630,3,90,6,2
630,4,75,3,1
631,1,83,3,1
631,2,84,6,0
631,3,77,3,0
631,4,84,6,2
632,1,100,3,3
632,2,93,0,1
632,3,85,0,1
632,4,92,3,2
633,1,77,6,1
633,2,76,5,0
633,3,81,7,0
633,4,79,0,1
634,1,97,2,3
634,2,90,0,0
634,3,86,5,0
634,4,79,6,1
635,1,89,6,0
635,2,92,3,2
635,3,91,4,1
635,4,95,8,4
636,1,76,3,0
636,2,73,3,1
636,3,76,8,2
636,4,71,3,0
637,1,89,2,4
637,2,88,0,0
637,3,88,3,3
637,4,93,1,1
638,1,85,5,1
638,2,78,5,0
638,3,75,3,0
638,4,62,7,0
639,1,82,3,4
639,2,91,6,5
639,3,88,1,3
639,4,94,4,5
640,1,76,3,3
640,2,76,6,3
640,3,80,5,0
640,4,81,3,2
641,1,70,6,1
641,2,98,0,2
641,3,77,4,1
641,4,80,5,1
642,1,87,6,0
642,2,86,4,0
642,3,86,7,0
642,4,73,2,0
643,1,94,2,5
643,2,100,3,2
643,3,98,4,3
643,4,96,0,0
644,1,78,2,1
644,2,85,4,0
644,3,82,1,1
644,4,100,1,2
645,1,78,5,2
645,2,94,1,0
645,3,75,5,0
645,4,87,3,4
646,1,100,2,1
646,2,89,3,2
646,3,82,6,0
646,4,84,0,2
647,1,73,3,1
647,2,70,5,0
647,3,99,4,0
647,4,72,3,0
648,1,68,4,1
648,2,65,5,0
648,3,79,4,0
648,4,74,7,3
649,1,83,4,2
649,2,69,4,0
649,3,89,2,0
649,4,80,3,0
650,1,85,7,4
650,2,85,8,5
650,3,64,3,2
650,4,89,4,3
651,1,82,1,0
651,2,86,1,1
651,3,77,1,1
651,4,90,2,0
652,1,98,2,2
652,2,96,1,0
652,3,92,2,1
652,4,96,0,0
653,1,68,6,0
653,2,81,3,1
653,3,89,3,2
653,4,89,4,0
654,1,89,4,0
654,2,84,0,3
654,3,83,0,1
654,4,83,2,0
655,1,67,7,2
655,2,89,3,0
655,3,91,1,0
655,4,100,1,3
656,1,100,0,1
656,2,98,0,1
656,3,97,2,4
656,4,71,0,1
657,1,92,3,0
657,2,91,1,3
657,3,81,0,3
657,4,85,0,3
658,1,84,8,1
658,2,84,7,2
658,3,84,7,3
658,4,91,7,5
659,1,82,1,3
659,2,90,6,4
659,3,85,4,3
659,4,93,2,1
660,1,96,1,0
660,2,88,2,2
660,3,100,1,0
660,4,85,2,3
661,1,78,6,4
661,2,97,6,4
661,3,85,7,2
661,4,80,4,6
662,1,91,3,3
662,2,85,4,3
662,3,87,5,2
662,4,68,8,2
663,1,99,4,0
663,2,90,0,1
663,3,74,0,0
663,4,94,0,1
664,1,73,2,2
664,2,86,1,0
664,3,93,0,0
664,4,81,3,0
665,1,72,4,0
665,2,77,3,0
665,3,83,6,0
665,4,90,0,3
666,1,89,1,0
666,2,89,0,0
666,3,69,0,0
666,4,77,2,0
667,1,84,5,1
667,2,86,7,2
667,3,86,4,0
667,4,84,9,3
668,1,88,5,1
668,2,86,2,1
668,3,76,7,1
668,4,93,4,1
669,1,76,7,0
669,2,77,4,1
669,3,86,7,2
669,4,95,6,2
670,1,100,0,2
670,2,100,1,0
670,3,90,0,1
670,4,77,1,0
671,1,99,0,0
671,2,80,1,2
671,3,94,0,0
671,4,85,2,1
672,1,86,3,1
672,2,88,0,0
672,3,86,1,0
672,4,77,0,0
673,1,78,5,2
673,2,76,7,2
673,3,68,6,1
673,4,87,6,0
674,1,84,3,1
674,2,71,5,2
674,3,69,7,1
674,4,86,5,1
675,1,91,5,1
675,2,82,4,1
675,3,64,3,1
675,4,79,2,0
676,1,80,0,4
676,2,97,1,3
676,3,81,0,4
676,4,91,1,2
677,1,88,0,0
677,2,97,4,0
677,3,99,1,1
677,4,83,0,0
678,1,89,4,1
678,2,99,3,2
678,3,98,6,0
678,4,89,6,0
679,1,91,0,2
679,2,82,2,0
679,3,80,1,1
679,4,71,1,0
680,1,100,1,2
680,2,85,0,1
680,3,86,2,0
680,4,100,0,0
681,1,69,6,1
681,2,75,5,1
681,3,81,5,1
681,4,82,12,3
682,1,83,2,2
682,2,60,5,0
682,3,73,3,1
682,4,84,1,1
683,1,93,4,1
683,2,88,4,2
683,3,84,4,3
683,4,100,6,2
684,1,78,4,1
684,2,100,4,0
684,3,77,3,1
684,4,95,4,2
685,1,97,3,2
685,2,97,1,0
685,3,83,0,0
685,4,97,5,0
686,1,91,6,1
686,2,87,5,2
686,3,79,6,0
686,4,84,6,1
687,1,82,8,1
687,2,73,7,1
687,3,67,7,1
687,4,79,6,0
688,1,94,0,0
688,2,100,3,0
688,3,96,0,2
688,4,92,1,0
689,1,89,0,1
689,2,80,4,0
689,3,93,2,1
689,4,81,0,3
690,1,90,7,3
690,2,78,4,3
690,3,84,4,5
690,4,98,3,3
691,1,68,3,2
691,2,76,6,0
691,3,82,3,1
691,4,84,7,0
692,1,86,6,1
692,2,98,5,0
692,3,92,2,0
692,4,80,7,1
693,1,91,1,5
693,2,90,0,3
693,3,89,0,3
693,4,80,0,3
694,1,93,6,4
694,2,94,2,1
694,3,91,4,2
694,4,82,8,4
695,1,79,3,1
695,2,93,3,0
695,3,96,1,1
695,4,91,0,2
696,1,81,5,3
696,2,98,3,2
696,3,93,5,3
696,4,75,0,2
697,1,72,2,2
697,2,89,5,1
